companyUrl,companyName,country,category,notes
https://www.linkedin.com/company/la-growth-machine/,La Growth Machine,France,Multichannel outreach,BtoB SaaS - not yet scraped
https://www.linkedin.com/company/evaboot/,Evaboot,France,LinkedIn export,BtoB SaaS - not yet scraped
https://www.linkedin.com/company/emelia-io/,Emelia,France,Cold email,BtoB SaaS - not yet scraped
https://www.linkedin.com/company/make-hq/,Make,France,Workflow automation,BtoB SaaS - not yet scraped
https://www.linkedin.com/company/plezi/,Plezi,France,Marketing automation,BtoB SaaS - not yet scraped
https://www.linkedin.com/company/clay-hq/,Clay,USA (FR team),Data enrichment,BtoB SaaS - not yet scraped
https://www.linkedin.com/company/unipile/,Unipile,France,Messaging API,BtoB SaaS - not yet scraped
https://www.linkedin.com/company/datananas/,Datananas,France,Sales automation,BtoB SaaS - not yet scraped
https://www.linkedin.com/company/snitcher-io/,Snitcher,France,Visitor identification,BtoB SaaS - not yet scraped
https://www.linkedin.com/company/talkdesk/,Talkdesk,Portugal,CX automation,BtoB SaaS - not yet scraped
https://www.linkedin.com/company/feedzai/,Feedzai,Portugal,Risk automation,BtoB SaaS - not yet scraped
https://www.linkedin.com/company/infraspeak/,Infraspeak,Portugal,Facility management SaaS,BtoB SaaS - not yet scraped
https://www.linkedin.com/company/typeform/,Typeform,Spain,Form & data collection,BtoB SaaS - not yet scraped
https://www.linkedin.com/company/factorialhr/,Factorial,Spain,HR automation,BtoB SaaS - not yet scraped
https://www.linkedin.com/company/holded/,Holded,Spain,Business automation,BtoB SaaS - not yet scraped
https://www.linkedin.com/company/kenjo-app/,Kenjo,Spain,HR SaaS,BtoB SaaS - not yet scraped
https://www.linkedin.com/company/pipefy/,Pipefy,Spain/LATAM,Process automation,BtoB SaaS - not yet scraped
https://www.linkedin.com/company/pandadoc/,PandaDoc,Spain team,Document automation,BtoB SaaS - not yet scraped
https://www.linkedin.com/company/babelforce/,Babelforce,Spain,Contact centre automation,BtoB SaaS - not yet scraped
https://www.linkedin.com/company/workato/,Workato,USA (ES team),Enterprise automation,BtoB SaaS - not yet scraped
https://www.linkedin.com/company/twin-labs/,Twin Labs,France,AI agents,Agent company - under-scraped (8 profiles)
https://www.linkedin.com/company/linkup-search/,Linkup,France,AI search for agents,Agent company - under-scraped (13 profiles)
https://www.linkedin.com/company/heydiga/,heydiga,Spain,Voice AI agents,Agent company - under-scraped (17 profiles)
https://www.linkedin.com/company/flyboard-ai/,flyboard,France,Voice AI agents,Agent company - under-scraped (7 profiles)
https://www.linkedin.com/company/latitude-so/,Latitude,France,Agent observability,Agent company - under-scraped (9 profiles)
https://www.linkedin.com/company/gradium-ai/,Gradium,France,Voice layer for agents,Agent company - under-scraped (2 profiles)
https://www.linkedin.com/company/dust-tt/,Dust,France,AI agents for teams,New - not yet scraped
https://www.linkedin.com/company/photoroom/,Photoroom,France,AI photo editing,New - not yet scraped
https://www.linkedin.com/company/algolia/,Algolia,France,AI search,New - not yet scraped
https://www.linkedin.com/company/dataiku/,Dataiku,France,ML/data platform,New - not yet scraped
https://www.linkedin.com/company/contentsquare/,Contentsquare,France,Digital analytics AI,New - not yet scraped
https://www.linkedin.com/company/pigment-hq/,Pigment,France,Business planning AI,New - not yet scraped
https://www.linkedin.com/company/mindee/,Mindee,France,Document AI,New - not yet scraped
https://www.linkedin.com/company/pennylane-fr/,Pennylane,France,Accounting SaaS AI,New - not yet scraped
https://www.linkedin.com/company/doctrine/,Doctrine,France,Legal AI,New - not yet scraped
https://www.linkedin.com/company/spendesk/,Spendesk,France,Spend management AI,New - not yet scraped
https://www.linkedin.com/company/alan-insurance/,Alan,France,Health insurance AI,New - deepen (3 profiles)
https://www.linkedin.com/company/qonto/,Qonto,France,Neobank AI,New - deepen (1 profile)
https://www.linkedin.com/company/sword-health/,Sword Health,Portugal,Digital PT AI,New - not yet scraped
https://www.linkedin.com/company/outsystems/,OutSystems,Portugal,Low-code platform,New - not yet scraped
https://www.linkedin.com/company/probely/,Probely,Portugal,Security testing AI,New - not yet scraped
https://www.linkedin.com/company/clarity-ai/,Clarity AI,Spain,ESG analytics AI,New - not yet scraped
https://www.linkedin.com/company/jobandtalent/,Jobandtalent,Spain,Hiring platform AI,New - not yet scraped
https://www.linkedin.com/company/landbot-io/,Landbot,Spain,Conversational AI,New - not yet scraped
https://www.linkedin.com/company/inbenta/,Inbenta,Spain,NLP AI for CX,New - not yet scraped
